longitude,latitude,name
139.948239,37.566465,東長原
139.933343,37.549235,広田
139.930159,37.508824,会津若松
139.930159,37.508824,会津若松
139.911706,37.554723,堂島
139.930159,37.508824,会津若松
139.918958,37.50121,七日町
139.914172,37.486034,西若松
139.892987,37.463488,会津本郷
139.914172,37.486034,西若松
139.914479,37.458876,南若松
139.913769,37.442616,門田
139.917661,37.416736,あまや
139.932277,37.395456,芦ノ牧温泉
139.920806,37.34685,大川ダム公園
139.918668,37.334573,芦ノ牧温泉南
